number,priority,category,assignment_group,breach_probability,flagged,actual,risk_band
INC0032748,3 - Moderate,Category 23,Group 20,0.303,1,1,Medium
INC0108440,3 - Moderate,Category 56,Group 70,0.303,1,1,Medium
INC0106443,3 - Moderate,Other,Group 66,0.303,1,0,Medium
INC0031133,3 - Moderate,Category 43,Group 22,0.303,1,0,Medium
INC0034281,3 - Moderate,Category 37,Group 46,0.303,1,0,Medium
INC0029199,3 - Moderate,Category 40,Group 70,0.303,1,0,Medium
INC0033955,3 - Moderate,Category 44,Group 5,0.303,1,0,Medium
INC0033254,3 - Moderate,Category 57,Group 65,0.302,1,0,Medium
INC0113256,3 - Moderate,Other,Group 70,0.302,1,0,Medium
INC0028658,3 - Moderate,Category 44,Group 5,0.302,1,1,Medium
INC0032169,3 - Moderate,Category 61,Group 73,0.302,1,0,Medium
INC0029364,3 - Moderate,Category 61,Group 73,0.302,1,0,Medium
INC0032642,3 - Moderate,Category 46,Group 39,0.302,1,0,Medium
INC0102711,3 - Moderate,Other,Group 70,0.301,1,0,Medium
INC0030691,3 - Moderate,Category 40,Group 70,0.301,1,0,Medium
INC0029919,3 - Moderate,Category 46,Group 39,0.301,1,1,Medium
INC0032944,3 - Moderate,Category 53,Group 51,0.301,1,1,Medium
INC0028349,3 - Moderate,Category 37,Other,0.301,1,0,Medium
INC0031412,3 - Moderate,Category 57,Group 51,0.301,1,0,Medium
INC0106104,3 - Moderate,Category 42,Group 70,0.301,1,0,Medium
INC0031590,3 - Moderate,Category 53,Group 25,0.301,1,0,Medium
INC0033375,3 - Moderate,Category 46,Group 66,0.3,1,0,Medium
INC0115553,3 - Moderate,Category 56,Group 70,0.3,1,0,Medium
INC0031336,3 - Moderate,Category 44,Group 5,0.3,1,0,Medium
INC0033182,3 - Moderate,Category 23,Group 20,0.3,1,0,Medium
INC0029609,3 - Moderate,Category 23,Group 20,0.3,1,0,Medium
INC0030011,3 - Moderate,Category 61,Other,0.3,1,1,Medium
INC0030070,3 - Moderate,Category 23,Group 20,0.3,1,1,Medium
INC0032157,3 - Moderate,Category 23,Group 20,0.3,1,0,Medium
INC0030585,3 - Moderate,Category 23,Group 20,0.3,1,0,Medium
INC0033256,3 - Moderate,Category 57,Group 65,0.3,1,0,Medium
INC0030592,3 - Moderate,Category 57,Group 65,0.299,1,1,Medium
INC0030022,3 - Moderate,Category 53,Group 25,0.299,1,0,Medium
INC0029111,3 - Moderate,Category 42,Group 39,0.299,1,0,Medium
INC0031176,3 - Moderate,Category 26,Group 70,0.299,1,0,Medium
INC0028475,3 - Moderate,Category 40,Group 70,0.299,1,0,Medium
INC0031567,3 - Moderate,Category 19,Other,0.299,1,1,Medium
INC0034029,3 - Moderate,Category 42,Group 10,0.299,1,1,Medium
INC0029797,3 - Moderate,Category 46,Group 10,0.298,1,1,Medium
INC0034127,3 - Moderate,Category 61,Group 20,0.298,1,0,Medium
INC0030666,3 - Moderate,Category 61,Group 73,0.298,1,1,Medium
INC0030674,3 - Moderate,Category 61,Group 73,0.298,1,0,Medium
INC0033819,3 - Moderate,Category 23,Group 20,0.297,1,1,Medium
INC0031333,3 - Moderate,Category 61,Group 73,0.297,1,0,Medium
INC0103733,3 - Moderate,Other,Group 70,0.297,1,0,Medium
INC0029197,3 - Moderate,Category 57,Group 65,0.297,1,0,Medium
INC0031896,3 - Moderate,Category 46,Other,0.297,1,1,Medium
INC0032826,3 - Moderate,Category 61,Group 73,0.297,1,0,Medium
INC0028826,3 - Moderate,Category 46,Group 39,0.297,1,0,Medium
INC0033965,3 - Moderate,Category 23,Group 20,0.297,1,0,Medium
INC0029274,3 - Moderate,Category 23,Group 20,0.297,1,0,Medium
INC0028659,3 - Moderate,Category 46,Group 39,0.297,1,0,Medium
INC0028649,3 - Moderate,Category 46,Group 39,0.297,1,0,Medium
INC0030142,3 - Moderate,Category 9,Group 25,0.297,1,0,Medium
INC0031464,3 - Moderate,Category 44,Group 5,0.297,1,0,Medium
INC0044988,3 - Moderate,Other,Other,0.296,1,0,Medium
INC0028311,3 - Moderate,Category 9,Group 27,0.296,1,0,Medium
INC0031330,3 - Moderate,Category 53,Other,0.296,1,0,Medium
INC0028972,3 - Moderate,Category 37,Group 25,0.296,1,0,Medium
INC0033513,3 - Moderate,Category 53,Other,0.295,1,0,Medium
INC0031262,3 - Moderate,Category 26,Group 70,0.295,1,0,Medium
INC0033588,3 - Moderate,Category 23,Group 20,0.295,1,0,Medium
INC0030866,3 - Moderate,Category 9,Group 27,0.295,1,0,Medium
INC0115504,3 - Moderate,Category 56,Group 65,0.295,1,0,Medium
INC0028403,3 - Moderate,Category 42,Other,0.294,1,1,Medium
INC0028329,3 - Moderate,Category 57,Other,0.294,1,0,Medium
INC0032273,3 - Moderate,Category 32,Group 70,0.294,1,0,Medium
INC0033382,3 - Moderate,Category 9,Group 28,0.294,1,0,Medium
INC0115839,3 - Moderate,Other,Group 70,0.294,1,0,Medium
INC0032972,3 - Moderate,Category 26,Group 70,0.294,1,0,Medium
INC0033523,3 - Moderate,Category 23,Group 20,0.294,1,0,Medium
INC0032952,3 - Moderate,Category 26,Group 70,0.294,1,0,Medium
INC0029448,3 - Moderate,Category 34,Group 20,0.294,1,0,Medium
INC0032023,3 - Moderate,Category 51,Group 54,0.293,1,0,Medium
INC0032398,3 - Moderate,Category 61,Group 73,0.293,1,0,Medium
INC0031664,3 - Moderate,Category 40,Group 70,0.293,1,0,Medium
INC0031669,3 - Moderate,Category 23,Group 20,0.293,1,0,Medium
INC0031765,3 - Moderate,Category 44,Group 5,0.293,1,1,Medium
INC0034054,3 - Moderate,Category 23,Group 20,0.293,1,0,Medium
INC0029758,3 - Moderate,Category 42,Other,0.293,1,1,Medium
INC0029716,3 - Moderate,Category 57,Group 65,0.292,1,1,Medium
INC0031508,3 - Moderate,Category 23,Group 20,0.292,1,1,Medium
INC0034367,3 - Moderate,Category 57,Group 58,0.292,1,0,Medium
INC0029465,3 - Moderate,Category 53,Group 66,0.292,1,0,Medium
INC0031879,3 - Moderate,Category 53,Other,0.292,1,0,Medium
INC0104649,3 - Moderate,Other,Group 69,0.292,1,1,Medium
INC0029691,3 - Moderate,Category 57,Group 65,0.292,1,0,Medium
INC0032260,3 - Moderate,Category 44,Group 5,0.291,1,0,Medium
INC0031938,3 - Moderate,Category 23,Group 20,0.291,1,0,Medium
INC0030661,3 - Moderate,Category 61,Group 73,0.291,1,0,Medium
INC0030201,3 - Moderate,Category 61,Group 73,0.291,1,1,Medium
INC0033980,3 - Moderate,Category 57,Group 65,0.29,1,1,Medium
INC0106714,3 - Moderate,Other,Group 70,0.29,1,0,Medium
INC0032779,3 - Moderate,Category 23,Group 20,0.29,1,1,Medium
INC0033793,3 - Moderate,Category 61,Group 73,0.29,1,0,Medium
INC0033790,3 - Moderate,Category 61,Group 73,0.29,1,0,Medium
INC0030296,3 - Moderate,Category 53,Group 76,0.289,1,0,Medium
INC0033920,3 - Moderate,Category 57,Group 51,0.289,1,0,Medium
INC0030099,3 - Moderate,Category 23,Group 20,0.289,1,1,Medium
INC0029263,3 - Moderate,Category 23,Group 20,0.289,1,1,Medium
INC0031872,3 - Moderate,Category 46,Group 22,0.289,1,0,Medium
INC0028610,3 - Moderate,Category 57,Group 65,0.289,1,1,Medium
INC0030810,3 - Moderate,Category 37,Other,0.288,1,0,Medium
INC0033302,3 - Moderate,Category 9,Group 29,0.288,1,1,Medium
INC0029186,3 - Moderate,Category 23,Group 20,0.288,1,1,Medium
INC0030009,3 - Moderate,Category 53,Group 51,0.288,1,0,Medium
INC0032466,3 - Moderate,Category 61,Group 73,0.288,1,0,Medium
INC0033568,3 - Moderate,Category 53,Group 25,0.288,1,0,Medium
INC0031387,3 - Moderate,Category 46,Group 22,0.288,1,1,Medium
INC0028706,3 - Moderate,Category 23,Group 20,0.288,1,0,Medium
INC0029923,3 - Moderate,Category 57,Group 58,0.287,1,1,Medium
INC0034333,3 - Moderate,Category 37,Other,0.287,1,0,Medium
INC0029563,3 - Moderate,Category 42,Group 70,0.287,1,0,Medium
INC0033516,3 - Moderate,Category 23,Group 20,0.286,1,1,Medium
INC0028818,3 - Moderate,Category 46,Group 39,0.286,1,1,Medium
INC0028894,3 - Moderate,Category 26,Group 70,0.286,1,0,Medium
INC0030618,3 - Moderate,Category 43,Group 22,0.286,1,0,Medium
INC0033397,3 - Moderate,Category 46,Group 22,0.286,1,0,Medium
INC0033722,3 - Moderate,Category 42,Group 70,0.286,1,0,Medium
INC0029282,3 - Moderate,Category 37,Group 29,0.286,1,1,Medium
INC0031614,3 - Moderate,Category 9,Group 27,0.285,1,0,Medium
INC0066611,3 - Moderate,Other,Other,0.285,1,0,Medium
INC0031978,3 - Moderate,Category 44,Group 5,0.285,1,0,Medium
INC0032136,3 - Moderate,Category 53,Group 25,0.285,1,1,Medium
INC0034223,3 - Moderate,Category 37,Group 46,0.285,1,0,Medium
INC0029417,3 - Moderate,Category 53,Group 51,0.285,1,0,Medium
INC0033264,3 - Moderate,Category 57,Group 65,0.285,1,0,Medium
INC0029014,3 - Moderate,Category 53,Other,0.285,1,0,Medium
INC0031007,3 - Moderate,Category 46,Other,0.284,1,1,Medium
INC0030485,3 - Moderate,Category 40,Group 70,0.284,1,0,Medium
INC0029382,3 - Moderate,Category 61,Group 73,0.284,1,0,Medium
INC0029388,3 - Moderate,Category 24,Group 30,0.283,1,0,Medium
INC0031969,3 - Moderate,Category 57,Other,0.283,1,0,Medium
INC0029244,3 - Moderate,Category 61,Group 73,0.283,1,1,Medium
INC0033792,3 - Moderate,Category 53,Group 54,0.283,1,0,Medium
INC0030177,3 - Moderate,Category 23,Group 20,0.282,1,0,Medium
INC0031393,3 - Moderate,Category 40,Group 70,0.282,1,0,Medium
INC0030598,3 - Moderate,Category 57,Group 65,0.282,1,1,Medium
INC0032000,3 - Moderate,Category 23,Group 20,0.282,1,0,Medium
INC0032565,3 - Moderate,Category 23,Group 20,0.282,1,0,Medium
INC0031350,3 - Moderate,Category 9,Group 25,0.281,1,0,Medium
INC0028675,3 - Moderate,Category 37,Other,0.281,1,0,Medium
INC0029185,3 - Moderate,Category 53,Other,0.281,1,0,Medium
INC0029143,3 - Moderate,Category 23,Group 20,0.281,1,0,Medium
INC0033871,3 - Moderate,Category 61,Group 73,0.281,1,0,Medium
INC0029011,3 - Moderate,Category 42,Group 70,0.281,1,0,Medium
INC0031576,3 - Moderate,Category 23,Group 20,0.28,1,0,Medium
INC0029016,3 - Moderate,Category 53,Other,0.28,1,0,Medium
INC0033299,4 - Low,Category 53,Group 76,0.28,1,0,Medium
INC0030186,3 - Moderate,Category 9,Group 25,0.28,1,0,Medium
INC0053910,3 - Moderate,Other,Group 70,0.28,1,0,Medium
INC0031586,3 - Moderate,Category 23,Group 20,0.28,1,1,Medium
INC0071300,3 - Moderate,Category 56,Other,0.28,1,0,Medium
INC0071288,3 - Moderate,Category 56,Other,0.28,1,0,Medium
INC0115494,3 - Moderate,Other,Group 28,0.279,1,0,Medium
INC0031298,3 - Moderate,Category 53,Group 27,0.279,1,0,Medium
INC0029353,3 - Moderate,Category 53,Group 28,0.279,1,1,Medium
INC0031323,3 - Moderate,Category 61,Group 73,0.279,1,0,Medium
INC0034250,3 - Moderate,Category 61,Group 73,0.279,1,0,Medium
INC0032328,3 - Moderate,Category 32,Group 70,0.279,1,0,Medium
INC0031809,3 - Moderate,Category 57,Group 65,0.279,1,1,Medium
INC0033682,3 - Moderate,Category 19,Other,0.279,1,0,Medium
INC0032371,3 - Moderate,Category 13,Group 70,0.278,1,0,Medium
INC0031159,3 - Moderate,Category 46,Group 22,0.278,1,0,Medium
INC0031773,3 - Moderate,Category 44,Group 5,0.278,1,1,Medium
INC0031391,3 - Moderate,Category 46,Other,0.278,1,1,Medium
INC0033906,3 - Moderate,Category 42,Other,0.277,1,0,Medium
INC0032653,3 - Moderate,Category 9,Group 27,0.277,1,1,Medium
INC0115012,3 - Moderate,Other,Group 70,0.277,1,0,Medium
INC0033000,3 - Moderate,Category 32,Group 70,0.277,1,0,Medium
INC0033983,3 - Moderate,Category 23,Group 20,0.277,1,0,Medium
INC0034242,3 - Moderate,Category 37,Group 46,0.277,1,0,Medium
INC0030322,3 - Moderate,Category 43,Other,0.277,1,0,Medium
INC0029645,3 - Moderate,Category 20,Group 70,0.277,1,0,Medium
INC0030662,3 - Moderate,Category 40,Group 70,0.276,1,1,Medium
INC0030127,3 - Moderate,Category 23,Group 20,0.276,1,1,Medium
INC0033268,3 - Moderate,Category 57,Group 65,0.276,1,0,Medium
INC0029164,3 - Moderate,Category 23,Group 20,0.276,1,0,Medium
INC0030476,3 - Moderate,Category 44,Group 5,0.276,1,0,Medium
INC0028414,3 - Moderate,Category 32,Group 70,0.276,1,1,Medium
INC0033923,3 - Moderate,Category 23,Group 20,0.275,1,0,Medium
INC0030117,3 - Moderate,Category 9,Group 27,0.275,1,0,Medium
INC0032877,3 - Moderate,Category 61,Group 73,0.274,1,1,Medium
INC0033355,3 - Moderate,Category 46,Group 6,0.274,1,0,Medium
INC0032898,3 - Moderate,Category 61,Group 73,0.274,1,1,Medium
INC0029587,3 - Moderate,Category 23,Group 20,0.274,1,1,Medium
INC0115019,3 - Moderate,Category 42,Group 70,0.274,1,0,Medium
INC0034002,3 - Moderate,Category 42,Group 70,0.274,1,0,Medium
INC0031129,3 - Moderate,Category 61,Group 73,0.274,1,0,Medium
INC0034027,3 - Moderate,Category 43,Group 22,0.274,1,0,Medium
INC0030965,3 - Moderate,Category 42,Group 70,0.274,1,0,Medium
INC0115093,3 - Moderate,Other,Group 70,0.273,1,0,Medium
INC0032100,3 - Moderate,Category 44,Group 5,0.273,1,0,Medium
INC0076801,3 - Moderate,Other,Group 70,0.272,1,0,Medium
INC0031559,3 - Moderate,Category 23,Group 20,0.272,1,0,Medium
INC0033613,3 - Moderate,Category 9,Group 28,0.272,1,0,Medium
INC0032016,3 - Moderate,Category 43,Group 22,0.272,1,0,Medium
INC0029615,3 - Moderate,Category 9,Group 28,0.272,1,0,Medium
INC0028509,3 - Moderate,Category 42,Group 70,0.272,1,0,Medium
INC0031964,3 - Moderate,Category 9,Group 28,0.272,1,0,Medium
INC0029628,3 - Moderate,Category 46,Other,0.271,1,0,Medium
INC0028968,3 - Moderate,Category 32,Group 70,0.271,1,0,Medium
INC0032337,3 - Moderate,Category 9,Group 25,0.271,1,1,Medium
INC0032590,3 - Moderate,Category 37,Group 28,0.271,1,1,Medium
INC0030157,3 - Moderate,Category 42,Group 55,0.27,1,0,Medium
INC0029009,3 - Moderate,Category 26,Group 70,0.27,1,1,Medium
INC0028698,3 - Moderate,Category 61,Group 73,0.27,1,1,Medium
INC0034335,3 - Moderate,Category 42,Group 70,0.27,1,1,Medium
INC0106092,3 - Moderate,Category 42,Group 70,0.27,1,0,Medium
INC0030426,3 - Moderate,Category 40,Group 70,0.27,1,1,Medium
INC0030586,3 - Moderate,Category 57,Other,0.27,1,0,Medium
INC0032421,3 - Moderate,Category 37,Other,0.269,1,1,Medium
INC0033147,3 - Moderate,Category 53,Group 28,0.269,1,1,Medium
INC0067382,3 - Moderate,Other,Group 70,0.269,1,1,Medium
INC0029536,3 - Moderate,Category 34,Group 25,0.269,1,0,Medium
INC0031353,3 - Moderate,Category 42,Group 39,0.268,1,0,Medium
INC0030387,3 - Moderate,Category 37,Group 25,0.268,1,0,Medium
INC0030914,3 - Moderate,Category 42,Group 70,0.268,1,0,Medium
INC0033860,3 - Moderate,Category 53,Group 51,0.267,1,1,Medium
INC0029856,3 - Moderate,Category 26,Group 70,0.267,1,0,Medium
INC0029982,3 - Moderate,Category 23,Group 20,0.267,1,1,Medium
INC0032093,3 - Moderate,Category 46,Group 22,0.267,1,0,Medium
INC0033439,3 - Moderate,Category 53,Group 69,0.266,1,0,Medium
INC0028975,3 - Moderate,Category 37,Group 25,0.266,1,0,Medium
INC0028977,3 - Moderate,Category 37,Group 25,0.266,1,0,Medium
INC0033831,3 - Moderate,Category 46,Group 39,0.266,1,0,Medium
INC0031823,3 - Moderate,Category 57,Group 65,0.265,1,0,Medium
INC0031378,3 - Moderate,Category 53,Group 27,0.265,1,1,Medium
INC0029369,3 - Moderate,Category 57,Group 65,0.265,1,1,Medium
INC0030294,3 - Moderate,Category 46,Group 39,0.265,1,0,Medium
INC0033303,3 - Moderate,Category 23,Group 20,0.265,1,0,Medium
INC0029386,3 - Moderate,Category 57,Group 65,0.264,1,0,Medium
INC0029389,3 - Moderate,Category 9,Group 27,0.264,1,0,Medium
INC0033607,3 - Moderate,Category 9,Group 28,0.264,1,0,Medium
INC0031617,3 - Moderate,Category 53,Group 30,0.264,1,0,Medium
INC0030299,3 - Moderate,Category 42,Group 39,0.264,1,0,Medium
INC0028536,3 - Moderate,Category 53,Group 33,0.264,1,0,Medium
INC0032767,3 - Moderate,Category 57,Group 51,0.264,1,1,Medium
INC0032008,3 - Moderate,Category 9,Group 27,0.264,1,0,Medium
INC0030559,3 - Moderate,Category 57,Group 65,0.264,1,0,Medium
INC0031955,3 - Moderate,Category 9,Group 28,0.264,1,0,Medium
INC0032119,3 - Moderate,Category 46,Group 22,0.263,1,1,Medium
INC0032524,3 - Moderate,Category 42,Group 70,0.263,1,0,Medium
INC0030878,3 - Moderate,Category 32,Group 70,0.263,1,0,Medium
INC0029174,3 - Moderate,Category 23,Group 20,0.263,1,0,Medium
INC0031728,3 - Moderate,Category 44,Group 5,0.262,1,0,Medium
INC0034304,3 - Moderate,Category 32,Group 70,0.262,1,1,Medium
INC0034135,3 - Moderate,Category 37,Other,0.262,1,0,Medium
INC0029227,3 - Moderate,Category 37,Other,0.262,1,0,Medium
INC0029418,3 - Moderate,Category 42,Group 39,0.262,1,0,Medium
INC0032423,3 - Moderate,Category 37,Group 46,0.262,1,0,Medium
INC0031553,3 - Moderate,Category 46,Group 39,0.26,1,0,Medium
INC0033068,3 - Moderate,Category 42,Group 70,0.26,1,0,Medium
INC0030218,3 - Moderate,Category 23,Group 20,0.26,1,0,Medium
INC0115038,3 - Moderate,Category 42,Group 70,0.26,1,0,Medium
INC0032463,3 - Moderate,Category 43,Group 22,0.259,1,0,Medium
INC0033260,3 - Moderate,Category 9,Group 28,0.259,1,0,Medium
INC0030467,3 - Moderate,Category 37,Other,0.259,1,0,Medium
INC0032951,3 - Moderate,Category 32,Group 70,0.259,1,0,Medium
INC0029844,3 - Moderate,Category 61,Group 73,0.259,1,0,Medium
INC0031948,3 - Moderate,Category 61,Group 73,0.259,1,0,Medium
INC0048652,3 - Moderate,Other,Other,0.259,1,0,Medium
INC0074026,3 - Moderate,Category 43,Group 22,0.258,1,1,Medium
INC0030728,3 - Moderate,Category 37,Other,0.258,1,0,Medium
INC0033393,3 - Moderate,Category 46,Other,0.258,1,0,Medium
INC0032001,3 - Moderate,Category 44,Group 5,0.258,1,0,Medium
INC0030590,3 - Moderate,Category 57,Group 54,0.258,1,1,Medium
INC0030957,3 - Moderate,Category 32,Group 70,0.257,1,0,Medium
INC0028456,3 - Moderate,Category 26,Group 70,0.257,1,0,Medium
INC0031030,3 - Moderate,Category 9,Group 27,0.256,1,0,Medium
INC0034038,3 - Moderate,Category 9,Group 27,0.256,1,0,Medium
INC0028490,3 - Moderate,Category 42,Group 70,0.256,1,0,Medium
INC0029733,3 - Moderate,Category 24,Group 27,0.256,1,0,Medium
INC0034237,3 - Moderate,Category 20,Group 70,0.255,1,0,Medium
INC0030146,3 - Moderate,Category 57,Other,0.255,1,1,Medium
INC0028695,3 - Moderate,Category 20,Group 70,0.255,1,0,Medium
INC0030077,3 - Moderate,Category 23,Group 20,0.255,1,0,Medium
INC0033312,3 - Moderate,Category 37,Other,0.255,1,0,Medium
INC0034013,3 - Moderate,Category 57,Group 65,0.255,1,0,Medium
INC0029984,3 - Moderate,Category 42,Group 70,0.255,1,0,Medium
INC0029383,3 - Moderate,Category 46,Group 39,0.254,1,0,Medium
INC0030602,3 - Moderate,Category 37,Other,0.254,1,0,Medium
INC0033504,3 - Moderate,Category 53,Other,0.254,1,0,Medium
INC0028608,3 - Moderate,Category 57,Group 65,0.254,1,1,Medium
INC0029734,3 - Moderate,Category 46,Group 39,0.254,1,0,Medium
INC0031470,3 - Moderate,Category 9,Group 28,0.253,1,1,Medium
INC0031605,3 - Moderate,Category 37,Other,0.253,1,0,Medium
INC0029765,3 - Moderate,Category 24,Group 25,0.253,1,1,Medium
INC0031263,3 - Moderate,Category 42,Group 70,0.253,1,1,Medium
INC0031657,3 - Moderate,Category 23,Group 20,0.253,1,0,Medium
INC0031531,3 - Moderate,Category 43,Group 22,0.253,1,0,Medium
INC0032693,3 - Moderate,Category 42,Group 70,0.252,1,0,Medium
INC0028452,3 - Moderate,Category 19,Group 24,0.252,1,1,Medium
INC0029415,3 - Moderate,Category 53,Other,0.252,1,0,Medium
INC0031954,3 - Moderate,Category 37,Group 72,0.252,1,0,Medium
INC0033084,3 - Moderate,Category 42,Group 70,0.252,1,0,Medium
INC0033234,3 - Moderate,Category 46,Group 6,0.252,1,0,Medium
INC0029616,3 - Moderate,Category 23,Group 20,0.251,1,0,Medium
INC0031472,3 - Moderate,Category 53,Group 70,0.251,1,0,Medium
INC0028341,3 - Moderate,Category 37,Group 27,0.251,1,0,Medium
INC0032464,3 - Moderate,Category 9,Group 27,0.251,1,0,Medium
INC0033360,3 - Moderate,Category 40,Group 70,0.251,1,0,Medium
INC0031093,3 - Moderate,Category 37,Other,0.251,1,0,Medium
INC0030367,3 - Moderate,Category 61,Group 73,0.251,1,0,Medium
INC0029233,3 - Moderate,Category 61,Group 73,0.251,1,0,Medium
INC0031024,3 - Moderate,Category 37,Group 25,0.251,1,0,Medium
INC0031997,3 - Moderate,Category 23,Group 20,0.25,1,1,Medium
INC0030636,3 - Moderate,Category 37,Other,0.25,1,0,Low
INC0029161,3 - Moderate,Category 57,Group 65,0.25,1,0,Low
INC0032393,3 - Moderate,Category 53,Group 51,0.25,1,1,Low
INC0030951,3 - Moderate,Category 37,Other,0.25,1,1,Medium
INC0030929,3 - Moderate,Category 53,Group 27,0.25,1,1,Medium
INC0030176,3 - Moderate,Category 23,Group 20,0.25,1,0,Low
INC0029358,3 - Moderate,Category 61,Group 73,0.249,1,0,Low
INC0034198,3 - Moderate,Category 42,Group 70,0.249,1,0,Low
INC0028855,3 - Moderate,Category 42,Group 70,0.249,1,0,Low
INC0034267,3 - Moderate,Category 28,Group 70,0.249,1,0,Low
INC0033069,3 - Moderate,Category 34,Group 70,0.249,1,0,Low
INC0033006,3 - Moderate,Category 42,Group 70,0.249,1,0,Low
INC0030477,3 - Moderate,Category 23,Group 20,0.248,1,0,Low
INC0030474,4 - Low,Category 53,Group 66,0.248,1,0,Low
INC0029476,3 - Moderate,Category 9,Group 28,0.248,1,0,Low
INC0032512,3 - Moderate,Category 61,Group 73,0.247,1,0,Low
INC0031732,3 - Moderate,Category 53,Group 30,0.247,1,0,Low
INC0034199,3 - Moderate,Category 37,Other,0.247,1,0,Low
INC0032526,3 - Moderate,Category 37,Other,0.247,1,0,Low
INC0030124,3 - Moderate,Category 57,Group 51,0.247,1,0,Low
INC0033063,3 - Moderate,Category 7,Group 70,0.247,1,1,Low
INC0030012,3 - Moderate,Category 37,Group 46,0.247,1,0,Low
INC0032937,3 - Moderate,Category 40,Group 70,0.246,1,1,Low
INC0034336,3 - Moderate,Category 37,Other,0.246,1,0,Low
INC0031384,3 - Moderate,Category 44,Group 5,0.246,1,0,Low
INC0031602,4 - Low,Category 53,Group 76,0.246,1,0,Low
INC0033059,3 - Moderate,Category 42,Group 70,0.246,1,1,Low
INC0030023,3 - Moderate,Category 9,Group 25,0.245,1,0,Low
INC0028970,3 - Moderate,Category 37,Group 25,0.245,1,0,Low
INC0031321,3 - Moderate,Category 42,Group 70,0.245,1,0,Low
INC0033095,3 - Moderate,Category 26,Group 70,0.245,1,1,Low
INC0028870,3 - Moderate,Category 26,Group 70,0.245,1,1,Low
INC0028839,3 - Moderate,Category 26,Group 70,0.245,1,0,Low
INC0032129,3 - Moderate,Category 43,Group 22,0.245,1,1,Low
INC0031697,3 - Moderate,Category 46,Group 39,0.245,1,0,Low
INC0034234,3 - Moderate,Category 42,Group 70,0.245,1,0,Low
INC0029791,3 - Moderate,Category 26,Group 70,0.244,1,0,Low
INC0032095,3 - Moderate,Category 42,Group 39,0.244,1,0,Low
INC0032088,3 - Moderate,Category 42,Group 39,0.244,1,0,Low
INC0029200,3 - Moderate,Category 34,Group 70,0.244,1,0,Low
INC0034188,3 - Moderate,Category 23,Group 20,0.244,1,0,Low
